Last Name	First Name	User Name	Order of Submission (1=first)	Final Score	Question 1 text	Question 2 text	Question 3 text	Question 4 text	Question 5 text	Question 6 text	Question 7 text	Question 8 text	Question 9 text	Question 10 text	Question 11 text	Question 12 text	Question 13 text	Question 14 text	Question 15 text	Question 16 text	Question 17 text	Question 18 text	Question 19 text	Question 20 text	Question 21 text
[lastname]	[firstname]	Student70	1	0	25 to 34	Male	1: Mexico	1: USA	1: VA	1: Spanish/English	Fully fluent (non-native speaker)	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	Bachelors Degree	6-9 hours per week	5	1	1	I think this can be a very interesting course since likely we will be discussing the future of education where the MOOC model may play a very important role.	"First of all it is an online program which is very important for people with a full time job.
Second, it is a very important University offering a Masters to an affordable price."	"Probably language learning or intelligent tutoring systems, but honestly I need to read more about them."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student61	1	0	35 to 44	Male	1: USA	1: USA	1: FL	1: English	Native speaker	"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central Am[firstname]a)"	Bachelors Degree	15-18 hours per week	2	0	10-May	To continue working on an idea/project I started in KBAI	To learn and challenge myself. I already make good money.	"Yes.
An assistant to help student learn and [lastname]sfer existing knowledge from one programming language to another."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student63	1	0	35 to 44	Female	1: Taiwan	1: US	1: OR	1: Chinese	Par[firstname]lly fluent	UTC -08:00 (Pacific Time Zone US & Canada)	No Answer	9-12 hours per week	2	1	0	I am interested in developing intelligent tutoring system for general physics. I believe this will benefit student with instant feedback. 	I want to prepare myself back to job [firstname]et. The flexibility of taking class is the best fit for my schedule.  	I would like to develop intelligent tutoring system for high school physic. 	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student24	1	0	45 to 54	Male	1: India	1: USA	1: Minnesota	1: English	Fully fluent (non-native speaker)	"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central Am[firstname]a)"	Bachelors Degree	12-15 hours per week	5	1	3-Feb	"Being a student again after working professionally for 22 years, it struck me how little has [lastname]ed in the way the Education is imparted despite huge strides in the Technological [lastname]es over the last 2 decades. With all the advances in Technology ( I still remember the days when for the first time I laid eyes on a Television set in 70's and look how far we have came since then) the classes have became virtual, all the resources are available online, however we still have a long way to go when it comes to developing the tools for making education readily available to masses. 
I would love to know more about the Educational Technologies available and what could be done to improve these."	"Affordability is the major reason for enrolling in OMSCS program, besides the flexibility of time. 
I have spent major part of my life as a Civil Engineer. 
A few years back I did my Bachelors in Computer Science and wanted to continue my Masters, but  could not afford as I started working to save for my son's education."	"Every semester thousands of student try to enroll for the classes of their choices in OMSCS program, however majority of them have to do with the classes which was their third or fourth choice of preference, due to limited amount of seats available. Student Course Scheduling remains a huge problem for every university, I believe these problems can be managed in a better way by use of Intelligent decision process tools to ba[firstname] the availability of seats each class based on student requirements."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see; however, please only post an anonymized version."	"Yes, you may post my work to the publicly-viewable class library; however, please only post an anonymized version."	I agree to participate in the study described above.	"No, I'll add it later!"
[lastname]	[firstname]	Student71	1	0	55 to 64	Male	1: USA	1: USA	1: Wisconsin	1: English	Native speaker	"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central Am[firstname]a)"	Bachelors Degree	15-18 hours per week	5	0	3-Feb	"I'm taking CS6460 because after a two career life and approaching (in about 10 years) retirement, I would like to perhaps help build something that can impart knowledge and experience onto other generations. That may sound lofty but I've been a bit of a dreamer my whole life. It also doesn't hurt that these are credits for the specialization I'm interested in, which also is a specialization that I think serves a similar purpose (imparting knowledge). "	I wanted to expand my technical knowledge. I had gotten a bit stale and had always wanted to pursue a masters but never found the time or money. This program was an excellent opportunity for me to hone my skills in a fast [lastname]ing field. I've worked 28 years in CS related fields and still plan to work about 10 more. This is a perfect way for me to access a world class program without having to be on campus.	"I've thought a little bit about some sort of ""soft skills"" training for personal interaction learning. This can be invaluable to people who want to pursue employment or educational opportunities but who struggle with social interaction either from a physical condition or environment. It is part of a much bigger program for the disadvantaged that a niece of mine is involved with in Wisconsin."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student3	1	0	18 to 24	Male	1: US	1: US	1: SC	1: English	Native speaker	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	Bachelors Degree	6-9 hours per week	3	0	0	"I run my own contracting firm in which I consult with K-12 Charter and Private schools adopting mobile technology in the classroom. I am interested in this course primarily to delve into the IT side of supporting successful implementations of Educational Technology. 
In terms of a project, I am unsure what topic of research will help me better understand this side of the field and how I can ""contribute.""  
However, I am passionate about offering educational institutions affordable technology solutions. The key [firstname]eting problem I face is that K-12 schools all want enterprise networks / technology in the classroom but aren't always willing to pay for enterprise support (whatever that reason may be). If I can turn this dilemma into a project, that would be ideal."	Gain competitive advantage in industry without hol[lastname]g-off career.	"Per the Library of Topics, primarily interested in the following; order num[firstname]ally: 
1.) Mobile Devices (implementation; not development) 
2.) Technology in the classroom 
3.) Privacy in Education 
4.) Gender, Tech, and Education 
For topics not listed: 
1.) IT Support in Ed Tech 
2.) K-12 Computer Science curriculum (i.e. Code.org)"	"Yes, you may post my work for other students in this semester's class to see."	"No, please do not post my work for students in future semesters of CS6460 to see."	"No, please do not post my work to the publicly-viewable class library."	I do not agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student48	1	0	25 to 34	Male	1: United States	1: United STates	1: Washington	1: English	Native speaker	UTC -08:00 (Pacific Time Zone US & Canada)	Bachelors Degree	9-12 hours per week	2	1	1	Explore EdTech to learn more about it to be able to provide useful insight and tools into the field. It would also be interesting to see how the current young students learn and how that process can be improved.	"Goal of obtaining a valuable MSCS degree. I've wanted to earn one since I graduated with my BSCET over 10 years ago, and between work and cost I never had the opportunity. With the lower cost of OMSCS and online classes this is the perfect opportunity for me."	"I an interested in a few topics
- Speech therapy
- tech to help improve youth rea[lastname]g comprehension.
- Improving class registration and scheduling experience
"	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student72	1	0	55 to 64	Male	1: USA	1: USA	1: NC	1: English	Native speaker	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	Bachelors Degree	9-12 hours per week	5	0	0	My idea of a master degree prior to beginning this program definitely included some research and published writings. With this class I see an excellently chance to challenge myself to do just that. I see this course as an opportunity to provide something useful to the larger education community.	I enrolled in hopes of gaining knowledge that would help me keep pace with the ever [lastname]ing field of system engineering and to build up my resume for a poten[firstname]l job [lastname]e.	"I am very interested in the Montessori style of teaching children and how technology is currently viewed by these educators. Montessori classrooms are not just in private schools anymore, but public schools have begun to establish Montessori classrooms and/or entire schools. I would like to examine both public and private schools and how they view the use of technology in Montessori classrooms. I would also like to explore how technology could address problem areas of the classroom."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student35	1	0	35 to 44	Male	1: USA	1: USA	1: CT	1: ENGLISH	Native speaker	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	High School (or international equivalent)	9-12 hours per week	3	3	0	Learn more about education technologies (I already work in academic IT) and produce a research paper on what I learn during the course.	Producing research.	1. Incorporating information retrieval techniques in educational technologies. These techniques can be useful in understan[lastname]g student behavior.	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student34	1	0	25 to 34	Female	1: United States	1: Switzerland	"1: Pennsylvania, usually, Vaud right now"	1: English	Native speaker	"UTC +01:00 (Central Africa, West-Central Europe)"	Bachelors Degree	9-12 hours per week	5	2	10-May	Interest in learning enough to be able to contribute something useful for other classes.	Improve my knowledge base.	[firstname] has a whoooooole list of them already...	"Yes, you may post my work for other students in this semester's class to see."	"No, please do not post my work for students in future semesters of CS6460 to see."	"No, please do not post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student65	1	0	35 to 44	Female	1: USA	1: USA	1: Pennsylvania	1: English	Native speaker	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	Bachelors Degree	12-15 hours per week	2	0	3-Feb	"I am a high school calculus and computer science teacher. I've taken two courses over two semesters in this program so far, and already have been able to apply so much of the things I've learned to my classes. Not just technical content, but in delivery and all aspects of course management as well. When I saw this class was going to be offered, I jumped at the chance to work alongside [firstname] again, as he clearly has a passion for what he does and I felt there is so much to learn from his and the others involved in this course. I've participated in a one-to-one environment (iPads) in one school I worked for, and this past year I spent a semester participating in a limited pilot program for a one-to-one ini[firstname]tive (Android tablets) at my current school. Both experiences were lackluster. Training was non-existent and it was up to the teachers in both scena[lastname] to recreate their own wheels, so to speak. There are many resources out there, but the learning curve and also just the resource discovery curve are very steep. And I feel it never really clicked quite right. Especially for calculus, resources for higher level math were pretty much non-existent (or undiscovered by me). Sometimes a big issue was simply that students didn't have the skills yet to utilize the technology -- and in a class like calculus, we don't have time to teach technology along side our content. Also, many teachers are not very enthusiastic about embracing technology in the classroom because they don't want to [lastname]e their time-tested approaches to their content areas. As a huge believer in Educational Technology, I sometimes feel I am alone with only a few coworkers who share my excitement. To participate in a class like this is absolutely amazing. From the teacher perspective, I look forward to learning about educational technology and how I can use it in my classroom. But from the engineer/computer scientist in me, I am THRILLED to have an opportunity to contribute the field and to create something to make my own, something to meet my needs. I am very enthusiastic about exploring educational technology and contributing to it! "	"I enrolled in the OMSCS program because it has been since 1994 that I got my undergrad degree in Electrical Engineering, and though I worked doing software modeling in a couple different jobs for a while, it has been a long time and my skills were quite outdated. Back in 2009 I did a career [lastname]e and went back to school to became a high school teacher, certified in Math and Physics (don't get me started on how my state lumps computer science in the business department where it is more out of place than a cat at a dog show, making me qualified but not certified to teach it). I am teaching calculus and computer science, and sometimes I feel like my computer science skills have regressed to what I see and teach every day--basic level stuff. So I really wanted to update my skills as well as keep my career options open if I ever decide to return to industry. I have only been in the program since Fall 2014, and I've gotten so much more out of the program than I thought possible. This is one of the best decisions I've ever made."	"Because I am a secondary education teacher, my primary interests are in using and developing classroom technology for course management (akin to T-Square/Udacity), content delivery in classroom, assessment and feedback, intelligent tutoring systems, and peer feedback. I and also interested in how students can use technology outside the classroom to aid learning, and what new technology needs to be developed in that area. I teach calculus and computer science. These are very different in many ways. I have had difficulty utilizing technology in calculus courses, either because I am unaware of resources out there or because resources for (advanced) math are limited. We are not going to ""make a video"" or ""play a game"", which is what school-provided EdTech training keeps gong back to. It's just not appropriate for higher level math. Assessing student notation, steps to solution, and approach seem to come back to paper and pencil w/ old fashion review by instructor. I am relatively newer at teaching computer science, and technology seems to come naturally to that. But there is still a lot of lag on the back end with content creation, project gra[lastname]g and assessment, etc. I am interested in creating ways to utilize a one-to-one environment to make it functional and useful to students and teachers.  I have almost 100 computer science students across multiple sections of 3 courses--and it's just me. Some sort of automation of some tasks would be helpful to create. My AP students, for instance, not only need to learn programming, but they must prepare for the AP exam, which means they need to practice test-type questions. There are many question banks out there, but one thing I'd like to do is make some sort of automated delivery and feedback based on concepts in the course matched with questions. But this is only one possible idea.  I also acknowledge that in the area of Ed Tech there are probably several things out there that already do what I am looking for in the various needs I have. But I have not found best-match solutions for my needs....so perhaps that's why I'm here...to create it. So overall I am unfocused yet on any particular idea. I'm looking forward to learning about possibilities here!"	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student73	1	0	25 to 34	Male	1: USA	1: USA	1: CT	1: English	Native speaker	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	Masters Degree	6-9 hours per week	4	0	1	For my concentration and because I liked Teacher2's teaching a lot in KBAI	"Love learning, would like a CS masters"	"I love diving in to code, but just got into the class so haven't thought too much about it yet."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student74	1	0	25 to 34	Male	1: Argentina	1: US	1: Kentucky	1: English	Fully fluent (non-native speaker)	"UTC -06:00 (Central Time Zone US & Canada, Eastern Mexico, Central Am[firstname]a)"	Bachelors Degree	9-12 hours per week	4	0	5-Mar	"I am taking this class for many reasons, but probably the main ones span from my research this past summer on the topic of constructivism and my previous experience as a TA for calculus, as a tutor for math and computer science, and a few semesters as an adjunct professor of programming 1 and 2, and introduction to software. There are multiple challenges in education, from traditional students switching to massive online courses, to students with disabilities that in the last few years have started carrying incredibly powerful devices in their pockets, all the time. I feel we live in a fantastic moment where we have an explosion of tools to address many of these challenges, but because of the massive amount of resources it can be difficult to focus and build something truly useful. I hope this class will help in that regard."	"Ultimately, it comes down to missing the academic environment. I did not have a ""need"" per se for my career at the moment, and was never able to justify the expense of a masters degree just to get back in the swing of things. But the online nature of the OMSCS and its price point made it a possibility."	"I'd really like to have a product by the end of this class, and I'm particularly interested on it being a piece of mobile software. It can be an actual tool used for a set of learners to acquire knowledge or a tool for researchers to be able to gather data that would help them research a topic related to learning (leveraging, for example research kit on iOS). "	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student4	1	0	35 to 44	Male	1: India	1: India	1: Chandigarh	1: Punjabi	Fully fluent (non-native speaker)	"UTC +05:00 (Central Asia, India)"	Bachelors Degree	12-15 hours per week	2	No Answer	10-May	"I enrolled into OMSCS program last year and took a one year break from my present organization to focus on studies. During this break I also had the opportunity to teach 3rd year computer science undergraduates. 
From nearly zero technological aid in classroom, I was able to introduce some of the tools such as Hackerrank for online co[lastname]g and objective assessments, piazza for offline classroom discussions and MOOC courses such as Algorithm courses from Stanford and Princeton universities in the classes  
With the help of technology and a practical approach I was able to see a dramatic [lastname]e in the learning ourcomes. Students understood the subjects better and their hit rate in getting selected to good product companies was considerably higher than students who were not part of this program 
Having a first hand experience of results emanating from intersection of education and technology, I had no question in my mind that I wanted to take this class. I am thrilled at the prospect of learning deep into educational technology space and make a useful contribution in this space. The fact that I can apply my learnings and outcomes in real time to my current students also adds to the reason of taking this class."	"Even though I have been in the IT industry for the last 14 years, I always felt the need to get a formal education in computer science (my bachelors degree is in Mechanical). I always felt the lack of depth when understa[lastname]g or resolving a tough problem. Leaving job and joining a course full time was not an option for me. OMSCS program provided me a prefect opportunity for me to realize my wish to have a formal education in computer science."	I do not have a concrete idea but Intelligent Tutoring Systems is definitely an area that interests me. Real time feedback without human intervention has immensely helped the class which I am tutoring. I want to study this field in depth and see if I can realize an idea to further help the students	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
[lastname]	[firstname]	Student75	1	0	35 to 44	Male	1: Bangladesh	1: USA	1: NY	1: Bengali	Fully fluent (non-native speaker)	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	Bachelors Degree	9-12 hours per week	4	1	0	"1. This course is project based 
2. It's a great opportunity to explorer the all kind education technology as I have 2 kids 
3. I would like to actively participate for our community to improve the education technology."	"1. It's flexible as we can take the courses online 
2. The tuition cost is reasonable 
3. Most of the folks are very talented and it's a great opportunity to work with all of those persons."	"Do you have any very preliminary ideas for what you'd like to work on in this class (e.g. language learning, intelligent tutoring systems, modeling student behavior, etc.)? If so, briefly describe it here - we'll try to use this to match you with the ideal mentor."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"No, I'll add it later!"
[lastname]	[firstname]	Student19	1	0	18 to 24	Male	1: El Salvador	1: United States	1: North Carolina	1: Spanish	Fully fluent (non-native speaker)	"UTC -05:00 (Eastern Time Zone US & Canada, Western parts of South Am[firstname]a and the Caribbean)"	Bachelors Degree	12-15 hours per week	2	1	5-Mar	I used to be a TA when I was completing my Bachelors Degree. I really enjoyed the teaching responsibilities I had so when I heard about this class I was very interested.	I believe that at some point later in my life I would like to become a university professor. Having a graduate degree is a requirement. When Georgia Tech announced the OMSCS program I couldn't pass an opportunity to study under one of the most renown universities in the US.	"I'm not entirely sure what path I want to explore, but I'm interested in fin[lastname]g ways to teach kids programming/analytical skills early. Getting them interested in science and tech."	"Yes, you may post my work for other students in this semester's class to see."	"Yes, you may post my work for students in future semesters of CS6460 to see."	"Yes, you may post my work to the publicly-viewable class library."	I agree to participate in the study described above.	"Yes, I've added it!"
